time.TIME,Vehicle_States.lateral_vel_wrt_road,Vehicle_States.longitudinal_vel_wrt_road,Vehicle_States.roll_angle,Vehicle_States.yaw_angle,driving_machine_monitor.path_x,driving_machine_monitor.path_y,driving_machine_monitor.path_curvature,driving_machine_monitor.path_distance,driver_demands.steering,driver_demands.throttle
1.5,7.0317E-05,14.93982459,-5.14858E-06,-5.69429E-06,-19.39671176,0,0,-9.94496E-06,7.23587E-05,10.10789596
1.51,7.03369E-05,14.94000246,-5.14736E-06,-5.68564E-06,-19.54610934,0,0,-9.77598E-06,7.24234E-05,10.11018477
1.52,7.03561E-05,14.94018166,-5.14622E-06,-5.67682E-06,-19.69550871,0,0,-9.60816E-06,7.2484E-05,10.11243188
1.53,7.03746E-05,14.94036219,-5.14516E-06,-5.66785E-06,-19.84490987,0,0,-9.44152E-06,7.25407E-05,10.11463778
1.54,7.03923E-05,14.94054402,-5.14417E-06,-5.65871E-06,-19.99431284,0,0,-9.27611E-06,7.25935E-05,10.11680291
1.55,7.04093E-05,14.94072711,-5.14325E-06,-5.64944E-06,-20.14371763,0,0,-9.11193E-06,7.26425E-05,10.11892767
1.56,7.04255E-05,14.94091146,-5.1424E-06,-5.64002E-06,-20.29312424,0,0,-8.94904E-06,7.26877E-05,10.12101242
1.57,7.0441E-05,14.94109704,-5.1416E-06,-5.63046E-06,-20.44253271,0,0,-8.78744E-06,7.27293E-05,10.12305751
1.58,7.04557E-05,14.94128383,-5.14087E-06,-5.62078E-06,-20.59194302,0,0,-8.62716E-06,7.27672E-05,10.12506333
1.59,7.04696E-05,14.94147179,-5.14019E-06,-5.61098E-06,-20.7413552,0,0,-8.46824E-06,7.28016E-05,10.12703025
1.6,7.04828E-05,14.94166092,-5.13956E-06,-5.60107E-06,-20.89076927,0,0,-8.31069E-06,7.28325E-05,10.12895864
1.61,7.04952E-05,14.94185118,-5.13899E-06,-5.59105E-06,-21.04018522,0,0,-8.15453E-06,7.28601E-05,10.13084884
1.62,7.05069E-05,14.94204255,-5.13846E-06,-5.58093E-06,-21.18960307,0,0,-7.99978E-06,7.28844E-05,10.13270116
1.63,7.05178E-05,14.94223502,-5.13799E-06,-5.57071E-06,-21.33902283,0,0,-7.84647E-06,7.29054E-05,10.13451591
1.64,7.0528E-05,14.94242856,-5.13755E-06,-5.56041E-06,-21.48844452,0,0,-7.69461E-06,7.29233E-05,10.13629339
1.65,7.05375E-05,14.94262315,-5.13716E-06,-5.55003E-06,-21.63786813,0,0,-7.54422E-06,7.29381E-05,10.13803391
1.66,7.05462E-05,14.94281876,-5.13681E-06,-5.53957E-06,-21.78729369,0,0,-7.39532E-06,7.29501E-05,10.13973778
